timestamps,PPG1,PPG2,PPG3
1709721375.102,3152.000,119726.000,65336.000
1709721375.117,3159.000,119672.000,65339.000
1709721375.133,3150.000,119729.000,65311.000
1709721375.149,3155.000,119682.000,65323.000
1709721375.164,3151.000,119596.000,65294.000
1709721375.180,3154.000,119591.000,65275.000
1709721375.196,3148.000,119619.000,65281.000
1709721375.211,3148.000,119536.000,65315.000
1709721375.227,3147.000,119587.000,65300.000
1709721375.242,3153.000,119605.000,65310.000
1709721375.258,3151.000,119613.000,65320.000
1709721375.274,3154.000,119540.000,65311.000
1709721375.289,3151.000,119502.000,65296.000
1709721375.305,3157.000,119521.000,65287.000
1709721375.321,3155.000,119545.000,65300.000
1709721375.336,3152.000,119536.000,65319.000
1709721375.352,3158.000,119524.000,65299.000
1709721375.367,3152.000,119504.000,65294.000
1709721375.383,3156.000,119535.000,65318.000
1709721375.399,3151.000,119486.000,65319.000
1709721375.414,3156.000,119601.000,65315.000
1709721375.430,3152.000,119537.000,65313.000
1709721375.446,3145.000,119584.000,65331.000
1709721375.461,3154.000,119541.000,65346.000
1709721375.477,3153.000,119548.000,65309.000
1709721375.492,3158.000,119589.000,65368.000
1709721375.508,3158.000,119628.000,65377.000
1709721375.524,3154.000,119625.000,65355.000
1709721375.539,3160.000,119593.000,65366.000
1709721375.555,3158.000,119602.000,65347.000
1709721375.571,3159.000,119594.000,65397.000
1709721375.586,3159.000,119670.000,65379.000
1709721375.602,3162.000,119600.000,65367.000
1709721375.617,3164.000,119598.000,65394.000
1709721375.633,3169.000,119652.000,65426.000
1709721375.649,3171.000,119629.000,65392.000
1709721375.664,3167.000,119645.000,65420.000
1709721375.680,3175.000,119653.000,65414.000
1709721375.696,3176.000,119720.000,65415.000
1709721375.711,3175.000,119729.000,65411.000
1709721375.727,3172.000,119722.000,65469.000
1709721375.742,3176.000,119774.000,65449.000
1709721375.758,3175.000,119763.000,65433.000
1709721375.774,3179.000,119804.000,65444.000
1709721375.789,3181.000,119791.000,65456.000
1709721375.805,3184.000,119762.000,65437.000
1709721375.821,3187.000,119748.000,65470.000
1709721375.836,3185.000,119802.000,65438.000
1709721375.852,3184.000,119851.000,65471.000
1709721375.867,3191.000,119841.000,65478.000
1709721375.883,3185.000,119827.000,65485.000
1709721375.899,3192.000,119818.000,65442.000
1709721375.914,3188.000,119918.000,65467.000
1709721375.930,3201.000,119800.000,65507.000
1709721375.946,3193.000,119844.000,65488.000
1709721375.961,3200.000,119919.000,65465.000
1709721375.977,3193.000,119922.000,65506.000
1709721375.992,3203.000,119981.000,65498.000
1709721376.008,3202.000,119948.000,65484.000
1709721376.024,3202.000,119931.000,65488.000
1709721376.039,3202.000,119942.000,65503.000
1709721376.055,3194.000,119923.000,65455.000
1709721376.071,3192.000,119840.000,65450.000
1709721376.086,3199.000,119791.000,65441.000
1709721376.102,3193.000,119779.000,65439.000
1709721376.117,3196.000,119823.000,65449.000
1709721376.133,3198.000,119821.000,65423.000
1709721376.149,3190.000,119880.000,65452.000
1709721376.164,3193.000,119763.000,65445.000
1709721376.180,3195.000,119745.000,65426.000
1709721376.196,3197.000,119773.000,65408.000
1709721376.211,3195.000,119800.000,65431.000
1709721376.227,3193.000,119729.000,65407.000
1709721376.242,3193.000,119791.000,65422.000
1709721376.258,3196.000,119744.000,65423.000
1709721376.274,3198.000,119721.000,65409.000
1709721376.289,3198.000,119764.000,65402.000
1709721376.305,3191.000,119709.000,65417.000
1709721376.321,3196.000,119752.000,65412.000
1709721376.336,3200.000,119691.000,65389.000
1709721376.352,3194.000,119785.000,65452.000
1709721376.367,3202.000,119727.000,65417.000
1709721376.383,3203.000,119729.000,65430.000
1709721376.399,3201.000,119787.000,65405.000
1709721376.414,3205.000,119770.000,65434.000
1709721376.430,3201.000,119752.000,65439.000
1709721376.446,3200.000,119812.000,65455.000
1709721376.461,3205.000,119753.000,65418.000
1709721376.477,3205.000,119776.000,65409.000
1709721376.492,3212.000,119782.000,65446.000
1709721376.508,3209.000,119775.000,65431.000
1709721376.524,3213.000,119817.000,65406.000
1709721376.539,3210.000,119890.000,65421.000
1709721376.555,3215.000,119760.000,65431.000
1709721376.571,3208.000,119860.000,65465.000
1709721376.586,3221.000,119807.000,65485.000
1709721376.602,3218.000,119856.000,65443.000
1709721376.617,3218.000,119866.000,65437.000
1709721376.633,3215.000,119878.000,65467.000
1709721376.649,3226.000,119881.000,65479.000
1709721376.664,3220.000,119973.000,65481.000
1709721376.680,3227.000,119910.000,65464.000
1709721376.696,3224.000,119950.000,65478.000
1709721376.711,3235.000,119971.000,65484.000
1709721376.727,3229.000,119910.000,65514.000
1709721376.742,3235.000,119971.000,65493.000
1709721376.758,3240.000,119944.000,65534.000
1709721376.774,3240.000,120048.000,65552.000
1709721376.789,3240.000,119960.000,65550.000
1709721376.805,3240.000,120029.000,65549.000
1709721376.821,3245.000,119977.000,65579.000
1709721376.836,3249.000,120052.000,65549.000
1709721376.852,3250.000,120112.000,65582.000
1709721376.867,3258.000,120042.000,65587.000
1709721376.883,3253.000,120054.000,65574.000
1709721376.899,3259.000,120031.000,65542.000
1709721376.914,3253.000,120013.000,65546.000
1709721376.930,3256.000,119992.000,65543.000
1709721376.946,3254.000,119923.000,65541.000
1709721376.961,3254.000,120019.000,65514.000
1709721376.977,3257.000,119966.000,65531.000
1709721376.992,3262.000,119904.000,65512.000
1709721377.008,3265.000,119911.000,65523.000
1709721377.024,3262.000,119852.000,65487.000
1709721377.039,3264.000,119867.000,65514.000
1709721377.055,3269.000,119826.000,65486.000
1709721377.071,3265.000,119840.000,65501.000
1709721377.086,3268.000,119908.000,65517.000
1709721377.102,3269.000,119924.000,65505.000
1709721377.117,3269.000,119877.000,65478.000
1709721377.133,3275.000,119849.000,65480.000
1709721377.149,3274.000,119871.000,65469.000
1709721377.164,3272.000,119815.000,65484.000
1709721377.180,3276.000,119829.000,65494.000
1709721377.196,3279.000,119918.000,65500.000
1709721377.211,3279.000,119858.000,65504.000
1709721377.227,3278.000,119830.000,65482.000
1709721377.242,3280.000,119831.000,65452.000
1709721377.258,3277.000,119851.000,65464.000
1709721377.274,3278.000,119799.000,65450.000
1709721377.289,3276.000,119801.000,65459.000
1709721377.305,3273.000,119809.000,65430.000
1709721377.321,3275.000,119790.000,65431.000
1709721377.336,3270.000,119813.000,65476.000
1709721377.352,3272.000,119789.000,65428.000
1709721377.367,3266.000,119823.000,65430.000
1709721377.383,3269.000,119794.000,65427.000
1709721377.399,3270.000,119817.000,65427.000
1709721377.414,3268.000,119751.000,65426.000
1709721377.430,3270.000,119828.000,65451.000
1709721377.446,3269.000,119847.000,65424.000
1709721377.461,3265.000,119871.000,65453.000
1709721377.477,3269.000,119822.000,65428.000
1709721377.492,3269.000,119849.000,65456.000
1709721377.508,3276.000,119826.000,65445.000
1709721377.524,3270.000,119907.000,65435.000
1709721377.539,3273.000,119884.000,65467.000
1709721377.555,3276.000,119887.000,65463.000
1709721377.571,3280.000,119863.000,65481.000
1709721377.586,3279.000,119919.000,65474.000
1709721377.602,3284.000,119975.000,65500.000
1709721377.617,3284.000,119987.000,65529.000
1709721377.633,3289.000,119960.000,65529.000
1709721377.649,3284.000,120061.000,65503.000
1709721377.664,3290.000,120025.000,65538.000
1709721377.680,3290.000,120014.000,65561.000
1709721377.696,3293.000,119998.000,65529.000
1709721377.711,3294.000,119982.000,65515.000
1709721377.727,3296.000,119905.000,65527.000
1709721377.742,3290.000,119916.000,65496.000
1709721377.758,3289.000,119923.000,65506.000
1709721377.774,3290.000,119833.000,65484.000
1709721377.789,3276.000,119889.000,65463.000
1709721377.805,3273.000,119817.000,65501.000
1709721377.821,3276.000,119735.000,65472.000
1709721377.836,3279.000,119748.000,65489.000
1709721377.852,3280.000,119705.000,65441.000
1709721377.867,3273.000,119696.000,65453.000
1709721377.883,3274.000,119687.000,65504.000
1709721377.899,3273.000,119665.000,65476.000
1709721377.914,3273.000,119644.000,65456.000
1709721377.930,3274.000,119587.000,65459.000
1709721377.946,3274.000,119544.000,65451.000
1709721377.961,3274.000,119592.000,65456.000
1709721377.977,3284.000,119541.000,65456.000
1709721377.992,3270.000,119614.000,65468.000
1709721378.008,3274.000,119622.000,65454.000
1709721378.024,3268.000,119598.000,65455.000
1709721378.039,3271.000,119547.000,65448.000
1709721378.055,3275.000,119575.000,65451.000
1709721378.071,3271.000,119487.000,65456.000
1709721378.086,3267.000,119545.000,65442.000
1709721378.102,3270.000,119536.000,65441.000
1709721378.117,3265.000,119558.000,65455.000
1709721378.133,3270.000,119594.000,65409.000
1709721378.149,3269.000,119572.000,65392.000
1709721378.164,3267.000,119522.000,65409.000
1709721378.180,3273.000,119497.000,65417.000
1709721378.196,3268.000,119564.000,65405.000
1709721378.211,3273.000,119593.000,65453.000
1709721378.227,3280.000,119547.000,65404.000
1709721378.242,3268.000,119581.000,65394.000
1709721378.258,3274.000,119525.000,65402.000
1709721378.274,3276.000,119655.000,65442.000
1709721378.289,3272.000,119549.000,65421.000
1709721378.305,3270.000,119592.000,65458.000
1709721378.321,3281.000,119655.000,65413.000
1709721378.336,3279.000,119603.000,65417.000
1709721378.352,3281.000,119539.000,65431.000
1709721378.367,3281.000,119702.000,65422.000
1709721378.383,3279.000,119647.000,65447.000
1709721378.399,3281.000,119669.000,65424.000
1709721378.414,3285.000,119628.000,65420.000
1709721378.430,3286.000,119708.000,65432.000
1709721378.446,3287.000,119661.000,65424.000
1709721378.461,3286.000,119628.000,65440.000
1709721378.477,3287.000,119616.000,65409.000
1709721378.492,3282.000,119640.000,65404.000
1709721378.508,3278.000,119647.000,65393.000
1709721378.524,3274.000,119626.000,65445.000
1709721378.539,3274.000,119571.000,65411.000
1709721378.555,3270.000,119552.000,65367.000
1709721378.571,3271.000,119466.000,65416.000
1709721378.586,3273.000,119415.000,65389.000
1709721378.602,3274.000,119399.000,65370.000
1709721378.617,3265.000,119473.000,65398.000
1709721378.633,3269.000,119355.000,65357.000
1709721378.649,3272.000,119348.000,65356.000
1709721378.664,3267.000,119332.000,65358.000
1709721378.680,3266.000,119389.000,65383.000
1709721378.696,3267.000,119363.000,65360.000
1709721378.711,3270.000,119300.000,65354.000
1709721378.727,3269.000,119322.000,65365.000
1709721378.742,3267.000,119382.000,65358.000
1709721378.758,3273.000,119307.000,65372.000
1709721378.774,3265.000,119300.000,65391.000
1709721378.789,3272.000,119244.000,65358.000
1709721378.805,3272.000,119254.000,65340.000
1709721378.821,3269.000,119290.000,65363.000
1709721378.836,3269.000,119314.000,65327.000
1709721378.852,3269.000,119303.000,65326.000
1709721378.867,3271.000,119157.000,65349.000
1709721378.883,3271.000,119249.000,65361.000
1709721378.899,3270.000,119298.000,65344.000
1709721378.914,3268.000,119275.000,65325.000
1709721378.930,3264.000,119325.000,65380.000
1709721378.946,3270.000,119343.000,65333.000
1709721378.961,3276.000,119285.000,65316.000
1709721378.977,3275.000,119332.000,65291.000
1709721378.992,3275.000,119219.000,65326.000
1709721379.008,3271.000,119351.000,65329.000
1709721379.024,3271.000,119339.000,65319.000
1709721379.039,3276.000,119325.000,65319.000
1709721379.055,3279.000,119270.000,65296.000
1709721379.071,3271.000,119366.000,65319.000
1709721379.086,3276.000,119346.000,65316.000
1709721379.102,3273.000,119416.000,65340.000
1709721379.117,3284.000,119416.000,65332.000
1709721379.133,3278.000,119400.000,65336.000
1709721379.149,3280.000,119410.000,65359.000
1709721379.164,3283.000,119427.000,65300.000
1709721379.180,3287.000,119451.000,65331.000
1709721379.196,3289.000,119427.000,65343.000
1709721379.211,3289.000,119396.000,65331.000
1709721379.227,3293.000,119437.000,65337.000
1709721379.242,3287.000,119399.000,65352.000
1709721379.258,3289.000,119353.000,65349.000
1709721379.274,3290.000,119339.000,65341.000
1709721379.289,3292.000,119370.000,65360.000
1709721379.305,3286.000,119224.000,65326.000
1709721379.321,3281.000,119357.000,65315.000
1709721379.336,3281.000,119287.000,65304.000
1709721379.352,3281.000,119223.000,65320.000
1709721379.367,3278.000,119264.000,65308.000
1709721379.383,3275.000,119208.000,65274.000
1709721379.399,3277.000,119258.000,65302.000
1709721379.414,3270.000,119233.000,65296.000
1709721379.430,3272.000,119151.000,65277.000
1709721379.446,3272.000,119159.000,65270.000
1709721379.461,3274.000,119154.000,65290.000
1709721379.477,3275.000,119181.000,65276.000
1709721379.492,3274.000,119136.000,65274.000
1709721379.508,3273.000,119147.000,65280.000
1709721379.524,3277.000,119138.000,65255.000
1709721379.539,3276.000,119085.000,65259.000
1709721379.555,3273.000,119156.000,65259.000
1709721379.571,3273.000,119165.000,65281.000
1709721379.586,3278.000,119171.000,65256.000
1709721379.602,3284.000,119079.000,65244.000
1709721379.617,3273.000,119144.000,65267.000
1709721379.633,3274.000,119179.000,65285.000
1709721379.649,3283.000,119152.000,65273.000
1709721379.664,3278.000,119187.000,65291.000
1709721379.680,3276.000,119112.000,65310.000
1709721379.696,3278.000,119195.000,65220.000
1709721379.711,3281.000,119186.000,65248.000
1709721379.727,3279.000,119114.000,65267.000
1709721379.742,3284.000,119126.000,65256.000
1709721379.758,3278.000,119167.000,65266.000
1709721379.774,3285.000,119174.000,65226.000
1709721379.789,3287.000,119233.000,65227.000
1709721379.805,3279.000,119200.000,65219.000
1709721379.821,3290.000,119187.000,65220.000
1709721379.836,3285.000,119260.000,65255.000
1709721379.852,3287.000,119232.000,65287.000
1709721379.867,3281.000,119204.000,65268.000
1709721379.883,3290.000,119294.000,65244.000
1709721379.899,3289.000,119316.000,65274.000
1709721379.914,3291.000,119357.000,65270.000
1709721379.930,3294.000,119294.000,65286.000
1709721379.946,3290.000,119310.000,65286.000
1709721379.961,3298.000,119283.000,65303.000
1709721379.977,3299.000,119409.000,65306.000
1709721379.992,3304.000,119350.000,65319.000
1709721380.008,3308.000,119364.000,65296.000
1709721380.024,3299.000,119390.000,65324.000
1709721380.039,3300.000,119486.000,65328.000
1709721380.055,3299.000,119354.000,65314.000
1709721380.071,3292.000,119387.000,65309.000
1709721380.086,3292.000,119349.000,65281.000
1709721380.102,3292.000,119297.000,65313.000
1709721380.117,3292.000,119349.000,65290.000
1709721380.133,3292.000,119279.000,65289.000
1709721380.149,3288.000,119348.000,65301.000
1709721380.164,3295.000,119251.000,65287.000
1709721380.180,3287.000,119201.000,65284.000
1709721380.196,3288.000,119163.000,65267.000
1709721380.211,3287.000,119201.000,65293.000
1709721380.227,3289.000,119114.000,65278.000
1709721380.242,3285.000,119172.000,65248.000
1709721380.258,3287.000,119131.000,65259.000
1709721380.274,3284.000,119154.000,65273.000
1709721380.289,3286.000,119109.000,65270.000
1709721380.305,3289.000,119141.000,65279.000
1709721380.321,3287.000,119117.000,65289.000
1709721380.336,3293.000,119084.000,65290.000
1709721380.352,3286.000,119165.000,65256.000
1709721380.367,3287.000,119195.000,65255.000
1709721380.383,3283.000,119199.000,65275.000
1709721380.399,3283.000,119147.000,65275.000
1709721380.414,3285.000,119153.000,65242.000
1709721380.430,3287.000,119141.000,65246.000
1709721380.446,3292.000,119160.000,65238.000
1709721380.461,3286.000,119192.000,65279.000
1709721380.477,3290.000,119152.000,65284.000
1709721380.492,3282.000,119104.000,65270.000
1709721380.508,3290.000,119165.000,65258.000
1709721380.524,3292.000,119121.000,65271.000
1709721380.539,3291.000,119136.000,65259.000
1709721380.555,3294.000,119164.000,65286.000
1709721380.571,3293.000,119150.000,65240.000
1709721380.586,3293.000,119179.000,65259.000
1709721380.602,3291.000,119212.000,65230.000
1709721380.617,3290.000,119218.000,65241.000
1709721380.633,3289.000,119263.000,65255.000
1709721380.649,3292.000,119308.000,65279.000
1709721380.664,3297.000,119270.000,65266.000
1709721380.680,3301.000,119219.000,65257.000
1709721380.696,3294.000,119271.000,65281.000
1709721380.711,3294.000,119274.000,65262.000
1709721380.727,3300.000,119338.000,65289.000
1709721380.742,3300.000,119322.000,65296.000
1709721380.758,3302.000,119364.000,65286.000
1709721380.774,3303.000,119321.000,65272.000
1709721380.789,3302.000,119316.000,65318.000
1709721380.805,3309.000,119382.000,65274.000
1709721380.821,3310.000,119410.000,65277.000
1709721380.836,3315.000,119404.000,65278.000
1709721380.852,3307.000,119441.000,65313.000
1709721380.867,3310.000,119411.000,65295.000
1709721380.883,3304.000,119433.000,65334.000
1709721380.899,3309.000,119372.000,65329.000
1709721380.914,3304.000,119428.000,65350.000
1709721380.930,3308.000,119477.000,65362.000
1709721380.946,3306.000,119452.000,65332.000
1709721380.961,3301.000,119346.000,65305.000
1709721380.977,3295.000,119347.000,65292.000
1709721380.992,3296.000,119321.000,65308.000
1709721381.008,3299.000,119240.000,65298.000
1709721381.024,3290.000,119314.000,65297.000
1709721381.039,3290.000,119304.000,65311.000
1709721381.055,3293.000,119258.000,65299.000
1709721381.071,3306.000,119132.000,65291.000
1709721381.086,3292.000,119229.000,65264.000
1709721381.102,3292.000,119216.000,65281.000
1709721381.117,3299.000,119182.000,65278.000
1709721381.133,3297.000,119177.000,65305.000
1709721381.149,3300.000,119134.000,65296.000
1709721381.164,3296.000,119133.000,65305.000
1709721381.180,3297.000,119240.000,65297.000
1709721381.196,3297.000,119166.000,65275.000
1709721381.211,3292.000,119271.000,65299.000
1709721381.227,3293.000,119237.000,65293.000
1709721381.242,3305.000,119121.000,65296.000
1709721381.258,3298.000,119204.000,65282.000
1709721381.274,3300.000,119224.000,65301.000
1709721381.289,3302.000,119203.000,65281.000
1709721381.305,3298.000,119152.000,65280.000
1709721381.321,3302.000,119212.000,65250.000
1709721381.336,3302.000,119181.000,65276.000
1709721381.352,3292.000,119229.000,65299.000
1709721381.367,3300.000,119243.000,65284.000
1709721381.383,3306.000,119289.000,65253.000
1709721381.399,3300.000,119171.000,65262.000
1709721381.414,3308.000,119180.000,65271.000
1709721381.430,3303.000,119288.000,65275.000
1709721381.446,3301.000,119291.000,65266.000
1709721381.461,3298.000,119304.000,65296.000
1709721381.477,3303.000,119263.000,65267.000
1709721381.492,3304.000,119210.000,65298.000
1709721381.508,3300.000,119306.000,65286.000
1709721381.524,3312.000,119256.000,65291.000
1709721381.539,3312.000,119247.000,65271.000
1709721381.555,3313.000,119274.000,65271.000
1709721381.571,3308.000,119357.000,65264.000
1709721381.586,3307.000,119365.000,65297.000
1709721381.602,3307.000,119440.000,65329.000
1709721381.617,3316.000,119329.000,65288.000
1709721381.633,3311.000,119424.000,65319.000
1709721381.649,3317.000,119465.000,65315.000
1709721381.664,3310.000,119406.000,65322.000
1709721381.680,3314.000,119417.000,65302.000
1709721381.696,3314.000,119483.000,65337.000
1709721381.711,3319.000,119457.000,65326.000
1709721381.727,3316.000,119478.000,65339.000
1709721381.742,3320.000,119547.000,65361.000
1709721381.758,3327.000,119489.000,65395.000
1709721381.774,3326.000,119556.000,65415.000
1709721381.789,3326.000,119573.000,65399.000
1709721381.805,3322.000,119507.000,65419.000
1709721381.821,3325.000,119487.000,65385.000
1709721381.836,3322.000,119463.000,65368.000
1709721381.852,3318.000,119495.000,65373.000
1709721381.867,3311.000,119516.000,65375.000
1709721381.883,3308.000,119489.000,65343.000
1709721381.899,3323.000,119344.000,65353.000
1709721381.914,3308.000,119407.000,65390.000
1709721381.930,3308.000,119407.000,65341.000
1709721381.946,3314.000,119311.000,65342.000
1709721381.961,3311.000,119382.000,65332.000
1709721381.977,3308.000,119305.000,65312.000
1709721381.992,3312.000,119295.000,65356.000
1709721382.008,3307.000,119329.000,65329.000
1709721382.024,3309.000,119290.000,65319.000
1709721382.039,3317.000,119321.000,65347.000
1709721382.055,3310.000,119290.000,65344.000
1709721382.071,3316.000,119287.000,65346.000
1709721382.086,3318.000,119359.000,65355.000
1709721382.102,3314.000,119362.000,65359.000
1709721382.117,3318.000,119310.000,65328.000
1709721382.133,3308.000,119279.000,65358.000
1709721382.149,3315.000,119302.000,65341.000
1709721382.164,3315.000,119344.000,65356.000
1709721382.180,3316.000,119306.000,65339.000
1709721382.196,3313.000,119288.000,65362.000
1709721382.211,3318.000,119251.000,65341.000
1709721382.227,3321.000,119302.000,65339.000
1709721382.242,3315.000,119289.000,65384.000
1709721382.258,3316.000,119357.000,65335.000
1709721382.274,3323.000,119302.000,65346.000
1709721382.289,3316.000,119324.000,65329.000
1709721382.305,3319.000,119293.000,65323.000
1709721382.321,3317.000,119385.000,65326.000
1709721382.336,3318.000,119357.000,65364.000
1709721382.352,3320.000,119319.000,65335.000
1709721382.367,3321.000,119394.000,65352.000
1709721382.383,3321.000,119397.000,65335.000
1709721382.399,3320.000,119452.000,65359.000
1709721382.414,3322.000,119433.000,65335.000
1709721382.430,3321.000,119402.000,65374.000
1709721382.446,3324.000,119417.000,65388.000
1709721382.461,3322.000,119419.000,65362.000
1709721382.477,3326.000,119450.000,65352.000
1709721382.492,3330.000,119431.000,65372.000
1709721382.508,3326.000,119482.000,65408.000
1709721382.524,3328.000,119495.000,65402.000
1709721382.539,3334.000,119504.000,65375.000
1709721382.555,3333.000,119520.000,65418.000
1709721382.571,3327.000,119626.000,65402.000
1709721382.586,3336.000,119513.000,65404.000
1709721382.602,3334.000,119574.000,65408.000
1709721382.617,3341.000,119569.000,65443.000
1709721382.633,3330.000,119681.000,65440.000
1709721382.649,3338.000,119597.000,65444.000
1709721382.664,3342.000,119584.000,65471.000
1709721382.680,3345.000,119623.000,65442.000
1709721382.696,3340.000,119641.000,65467.000
1709721382.711,3348.000,119643.000,65467.000
1709721382.727,3335.000,119690.000,65447.000
1709721382.742,3336.000,119562.000,65443.000
1709721382.758,3337.000,119643.000,65437.000
1709721382.774,3319.000,119634.000,65408.000
1709721382.789,3330.000,119600.000,65435.000
1709721382.805,3332.000,119525.000,65413.000
1709721382.821,3333.000,119543.000,65407.000
1709721382.836,3333.000,119472.000,65422.000
1709721382.852,3324.000,119485.000,65410.000
1709721382.867,3326.000,119502.000,65440.000
1709721382.883,3329.000,119463.000,65406.000
1709721382.899,3331.000,119409.000,65456.000
1709721382.914,3329.000,119400.000,65428.000
1709721382.930,3329.000,119542.000,65436.000
1709721382.946,3330.000,119539.000,65444.000
1709721382.961,3330.000,119501.000,65453.000
1709721382.977,3325.000,119476.000,65441.000
1709721382.992,3329.000,119478.000,65387.000
1709721383.008,3331.000,119431.000,65419.000
1709721383.024,3323.000,119510.000,65452.000
1709721383.039,3327.000,119570.000,65448.000
1709721383.055,3328.000,119531.000,65470.000
1709721383.071,3328.000,119463.000,65427.000
1709721383.086,3326.000,119501.000,65425.000
1709721383.102,3330.000,119496.000,65414.000
1709721383.117,3323.000,119517.000,65390.000
1709721383.133,3330.000,119452.000,65443.000
1709721383.149,3326.000,119565.000,65473.000
1709721383.164,3325.000,119493.000,65451.000
1709721383.180,3329.000,119517.000,65435.000
1709721383.196,3330.000,119586.000,65483.000
1709721383.211,3333.000,119500.000,65427.000
1709721383.227,3334.000,119469.000,65431.000
1709721383.242,3334.000,119567.000,65407.000
1709721383.258,3337.000,119527.000,65481.000
1709721383.274,3335.000,119533.000,65425.000
1709721383.289,3337.000,119566.000,65446.000
1709721383.305,3335.000,119557.000,65456.000
1709721383.321,3342.000,119577.000,65443.000
1709721383.336,3342.000,119584.000,65441.000
1709721383.352,3337.000,119618.000,65435.000
1709721383.367,3345.000,119615.000,65424.000
1709721383.383,3344.000,119587.000,65444.000
1709721383.399,3339.000,119649.000,65479.000
1709721383.414,3351.000,119666.000,65496.000
1709721383.430,3343.000,119672.000,65472.000
1709721383.446,3349.000,119678.000,65513.000
1709721383.461,3349.000,119699.000,65512.000
1709721383.477,3349.000,119693.000,65508.000
1709721383.492,3349.000,119737.000,65510.000
1709721383.508,3350.000,119792.000,65512.000
1709721383.524,3355.000,119738.000,65524.000
1709721383.539,3359.000,119758.000,65557.000
1709721383.555,3357.000,119797.000,65526.000
1709721383.571,3350.000,119730.000,65546.000
1709721383.586,3345.000,119736.000,65522.000
1709721383.602,3352.000,119626.000,65505.000
1709721383.617,3348.000,119635.000,65513.000
1709721383.633,3347.000,119704.000,65532.000
1709721383.649,3347.000,119619.000,65514.000
1709721383.664,3341.000,119641.000,65523.000
1709721383.680,3345.000,119618.000,65494.000
1709721383.696,3350.000,119564.000,65483.000
1709721383.711,3342.000,119538.000,65517.000
1709721383.727,3341.000,119569.000,65498.000
1709721383.742,3348.000,119527.000,65496.000
1709721383.758,3343.000,119535.000,65515.000
1709721383.774,3350.000,119570.000,65520.000
1709721383.789,3344.000,119578.000,65486.000
1709721383.805,3350.000,119587.000,65516.000
1709721383.821,3343.000,119563.000,65510.000
1709721383.836,3343.000,119557.000,65535.000
1709721383.852,3344.000,119629.000,65545.000
1709721383.867,3353.000,119563.000,65517.000
1709721383.883,3343.000,119544.000,65515.000
1709721383.899,3349.000,119572.000,65506.000
1709721383.914,3346.000,119595.000,65526.000
1709721383.930,3346.000,119587.000,65492.000
1709721383.946,3351.000,119512.000,65531.000
1709721383.961,3349.000,119566.000,65532.000
1709721383.977,3350.000,119507.000,65526.000
1709721383.992,3353.000,119551.000,65540.000
1709721384.008,3350.000,119596.000,65521.000
1709721384.024,3350.000,119582.000,65501.000
1709721384.039,3350.000,119603.000,65508.000
1709721384.055,3351.000,119609.000,65501.000
1709721384.071,3357.000,119615.000,65504.000
1709721384.086,3359.000,119568.000,65537.000
1709721384.102,3353.000,119631.000,65521.000
1709721384.117,3354.000,119643.000,65497.000
1709721384.133,3360.000,119652.000,65543.000
1709721384.149,3352.000,119635.000,65517.000
1709721384.164,3359.000,119627.000,65524.000
1709721384.180,3356.000,119637.000,65529.000
1709721384.196,3352.000,119756.000,65520.000
1709721384.211,3364.000,119703.000,65537.000
1709721384.227,3356.000,119775.000,65571.000
1709721384.242,3358.000,119757.000,65575.000
1709721384.258,3355.000,119767.000,65557.000
1709721384.274,3362.000,119768.000,65554.000
1709721384.289,3364.000,119760.000,65548.000
1709721384.305,3359.000,119782.000,65565.000
1709721384.321,3369.000,119824.000,65574.000
1709721384.336,3368.000,119803.000,65598.000
1709721384.352,3367.000,119773.000,65570.000
1709721384.367,3374.000,119773.000,65572.000
1709721384.383,3370.000,119809.000,65578.000
1709721384.399,3369.000,119743.000,65603.000
1709721384.414,3365.000,119628.000,65542.000
1709721384.430,3353.000,119670.000,65540.000
1709721384.446,3354.000,119660.000,65533.000
1709721384.461,3348.000,119573.000,65540.000
1709721384.477,3343.000,119513.000,65542.000
1709721384.492,3346.000,119523.000,65494.000
1709721384.508,3344.000,119503.000,65505.000
1709721384.524,3344.000,119433.000,65492.000
1709721384.539,3345.000,119491.000,65474.000
1709721384.555,3335.000,119429.000,65457.000
1709721384.571,3343.000,119393.000,65483.000
1709721384.586,3342.000,119336.000,65467.000
1709721384.602,3344.000,119330.000,65481.000
1709721384.617,3344.000,119373.000,65454.000
1709721384.633,3338.000,119306.000,65444.000
1709721384.649,3345.000,119302.000,65451.000
1709721384.664,3337.000,119327.000,65447.000
1709721384.680,3343.000,119253.000,65436.000
1709721384.696,3341.000,119321.000,65421.000
1709721384.711,3336.000,119361.000,65423.000
1709721384.727,3338.000,119338.000,65441.000
1709721384.742,3334.000,119367.000,65469.000
1709721384.758,3336.000,119310.000,65443.000
1709721384.774,3335.000,119331.000,65434.000
1709721384.789,3333.000,119255.000,65448.000
1709721384.805,3334.000,119303.000,65428.000
1709721384.821,3340.000,119254.000,65399.000
1709721384.836,3330.000,119303.000,65441.000
1709721384.852,3337.000,119260.000,65443.000
1709721384.867,3339.000,119315.000,65415.000
1709721384.883,3339.000,119375.000,65431.000
1709721384.899,3336.000,119326.000,65459.000
1709721384.914,3342.000,119277.000,65407.000
1709721384.930,3344.000,119263.000,65391.000
1709721384.946,3336.000,119307.000,65379.000
1709721384.961,3337.000,119322.000,65410.000
1709721384.977,3339.000,119351.000,65401.000
1709721384.992,3342.000,119349.000,65408.000
1709721385.008,3342.000,119345.000,65405.000
